Aircraft,Profile,Track,Track Type,Runway,A/C Category,Track Group,Num Day,Num Night,Num Total,% Day,% Night,% Total
EA-18G,238B_EXP,14O2B_FRS,Arrival,14,Based,Overhead Break Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,238B_FLT,14O2B_FLT,Arrival,14,Based,Overhead Break Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,238B_FRS,14O2B_FRS,Arrival,14,Based,Overhead Break Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,238C_EXP,14O2C_FRS,Arrival,14,Based,Overhead Break Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,238C_FLT,14O2C_FLT,Arrival,14,Based,Overhead Break Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,238C_FRS,14O2C_FRS,Arrival,14,Based,Overhead Break Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,239B_EXP,25O1B_FRS,Arrival,25,Based,Overhead Break Arrival,1.285714286,0,1.285714286,100.00%,0.00%,7.03%
EA-18G,239B_FLT,25O1B_FLT,Arrival,25,Based,Overhead Break Arrival,4.142857143,0,4.142857143,100.00%,0.00%,22.66%
EA-18G,239B_FRS,25O1B_FRS,Arrival,25,Based,Overhead Break Arrival,2,0,2,100.00%,0.00%,10.94%
EA-18G,239C_EXP,25O1C_FRS,Arrival,25,Based,Overhead Break Arrival,0.714285714,0,0.714285714,100.00%,0.00%,3.91%
EA-18G,239C_FLT,25O1C_FLT,Arrival,25,Based,Overhead Break Arrival,1.285714286,0,1.285714286,100.00%,0.00%,7.03%
EA-18G,239C_FRS,25O1C_FRS,Arrival,25,Based,Overhead Break Arrival,0.285714286,0,0.285714286,100.00%,0.00%,1.56%
EA-18G,240B_EXP,25O2B_FRS,Arrival,25,Based,Overhead Break Arrival,0.428571429,0,0.428571429,100.00%,0.00%,2.34%
EA-18G,240B_FLT,25O2B_FLT,Arrival,25,Based,Overhead Break Arrival,0.142857143,0,0.142857143,100.00%,0.00%,0.78%
EA-18G,240B_FRS,25O2B_FRS,Arrival,25,Based,Overhead Break Arrival,2.571428571,1.285714286,3.857142857,66.67%,33.33%,21.09%
EA-18G,240C_EXP,25O2C_FRS,Arrival,25,Based,Overhead Break Arrival,0.142857143,0,0.142857143,100.00%,0.00%,0.78%
EA-18G,240C_FLT,25O2C_FLT,Arrival,25,Based,Overhead Break Arrival,0.571428571,0,0.571428571,100.00%,0.00%,3.13%
EA-18G,240C_FRS,25O2C_FRS,Arrival,25,Based,Overhead Break Arrival,1,0,1,100.00%,0.00%,5.47%
EA-18G,241B_EXP,32O1B_FRS,Arrival,32,Based,Overhead Break Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,241B_FLT,32O1B_FLT,Arrival,32,Based,Overhead Break Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,241B_FRS,32O1B_FRS,Arrival,32,Based,Overhead Break Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,241C_EXP,32O1C_FRS,Arrival,32,Based,Overhead Break Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,241C_FLT,32O1C_FLT,Arrival,32,Based,Overhead Break Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,241C_FRS,32O1C_FRS,Arrival,32,Based,Overhead Break Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,242B_EXP,32O2B_FRS,Arrival,32,Based,Overhead Break Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,242B_FLT,32O2B_FLT,Arrival,32,Based,Overhead Break Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,242B_FRS,32O2B_FRS,Arrival,32,Based,Overhead Break Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,242C_EXP,32O2C_FRS,Arrival,32,Based,Overhead Break Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,242C_FLT,32O2C_FLT,Arrival,32,Based,Overhead Break Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,242C_FRS,32O2C_FRS,Arrival,32,Based,Overhead Break Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,243_EXP,07AHT,Arrival,07,Based,HI TACAN Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,243_FLT,07AHT,Arrival,07,Based,HI TACAN Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,243_FRS,07AHT,Arrival,07,Based,HI TACAN Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,244_EXP,14AHT,Arrival,14,Based,HI TACAN Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,244_FLT,14AHT,Arrival,14,Based,HI TACAN Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,244_FRS,14AHT,Arrival,14,Based,HI TACAN Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,245_EXP,25AHT,Arrival,25,Based,HI TACAN Arrival,1.142857143,0,1.142857143,100.00%,0.00%,6.25%
EA-18G,245_FLT,25AHT,Arrival,25,Based,HI TACAN Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,245_FRS,25AHT,Arrival,25,Based,HI TACAN Arrival,1,0,1,100.00%,0.00%,5.47%
EA-18G,246_EXP,32AHT,Arrival,32,Based,HI TACAN Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,246_FLT,32AHT,Arrival,32,Based,HI TACAN Arrival,0,0,0,0.00%,0.00%,0.00%
EA-18G,246_FRS,32AHT,Arrival,32,Based,HI TACAN Arrival,0,0,0,0.00%,0.00%,0.00%
,,,,,,Subtotal,16.71428571,1.571428571,18.28571429,91.41%,8.59%,
,,,,,,,,,,,,
EA-18G,201A_EXP,07D1A,Departure,07,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,201A_FLT,07D1A,Departure,07,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,201A_FRS,07D1A,Departure,07,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,202A_EXP,07D1B,Departure,07,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,202A_FLT,07D1B,Departure,07,Based,Departure,0.285714286,0,0.285714286,100.00%,0.00%,1.28%
EA-18G,202A_FRS,07D1B,Departure,07,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,203A_EXP,07D1C,Departure,07,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,203A_FLT,07D1C,Departure,07,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,203A_FRS,07D1C,Departure,07,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,204A_EXP,07D2A,Departure,07,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,204A_FLT,07D2A,Departure,07,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,204A_FRS,07D2A,Departure,07,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,205A_EXP,07D2B,Departure,07,Based,Departure,0.142857143,0,0.142857143,100.00%,0.00%,0.64%
EA-18G,205A_FLT,07D2B,Departure,07,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,205A_FRS,07D2B,Departure,07,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,206A_EXP,07D2C,Departure,07,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,206A_FLT,07D2C,Departure,07,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,206A_FRS,07D2C,Departure,07,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,207A_EXP,14D1A,Departure,14,Based,Departure,0.142857143,0,0.142857143,100.00%,0.00%,0.64%
EA-18G,207A_FLT,14D1A,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,207A_FRS,14D1A,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,208A_EXP,14D1B,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,208A_FLT,14D1B,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,208A_FRS,14D1B,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,209A_EXP,14D1C,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,209A_FLT,14D1C,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,209A_FRS,14D1C,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,210A_EXP,14D2A,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,210A_FLT,14D2A,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,210A_FRS,14D2A,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,211A_EXP,14D2B,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,211A_FLT,14D2B,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,211A_FRS,14D2B,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,212A_EXP,14D2C,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,212A_FLT,14D2C,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,212A_FRS,14D2C,Departure,14,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,213A_EXP,25D1A,Departure,25,Based,Departure,1,0,1,100.00%,0.00%,4.49%
EA-18G,213A_FLT,25D1A,Departure,25,Based,Departure,1,0,1,100.00%,0.00%,4.49%
EA-18G,213A_FRS,25D1A,Departure,25,Based,Departure,0.571428571,0,0.571428571,100.00%,0.00%,2.56%
EA-18G,214A_EXP,25D1B,Departure,25,Based,Departure,1.857142857,0,1.857142857,100.00%,0.00%,8.33%
EA-18G,214A_FLT,25D1B,Departure,25,Based,Departure,2.285714286,0,2.285714286,100.00%,0.00%,10.26%
EA-18G,214A_FRS,25D1B,Departure,25,Based,Departure,1,0,1,100.00%,0.00%,4.49%
EA-18G,215A_EXP,25D1C,Departure,25,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,215A_FLT,25D1C,Departure,25,Based,Departure,0.714285714,0,0.714285714,100.00%,0.00%,3.21%
EA-18G,215A_FRS,25D1C,Departure,25,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,216A_EXP,25D2A,Departure,25,Based,Departure,1,0,1,100.00%,0.00%,4.49%
EA-18G,216A_FLT,25D2A,Departure,25,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,216A_FRS,25D2A,Departure,25,Based,Departure,1.714285714,0,1.714285714,100.00%,0.00%,7.69%
EA-18G,217A_EXP,25D2B,Departure,25,Based,Departure,0.428571429,0,0.428571429,100.00%,0.00%,1.92%
EA-18G,217A_FLT,25D2B,Departure,25,Based,Departure,1.142857143,0,1.142857143,100.00%,0.00%,5.13%
EA-18G,217A_FRS,25D2B,Departure,25,Based,Departure,5.285714286,0,5.285714286,100.00%,0.00%,23.72%
EA-18G,218A_EXP,25D2C,Departure,25,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,218A_FLT,25D2C,Departure,25,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,218A_FRS,25D2C,Departure,25,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,219A_EXP,32D1A,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,219A_FLT,32D1A,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,219A_FRS,32D1A,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,220A_EXP,32D1B,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,220A_FLT,32D1B,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,220A_FRS,32D1B,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,221A_EXP,32D1C,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,221A_FLT,32D1C,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,221A_FRS,32D1C,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,222A_EXP,32D2A,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,222A_FLT,32D2A,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,222A_FRS,32D2A,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,223A_EXP,32D2B,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,223A_FLT,32D2B,Departure,32,Based,Departure,0.285714286,0,0.285714286,100.00%,0.00%,1.28%
EA-18G,223A_FRS,32D2B,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,224A_EXP,32D2C,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,224A_FLT,32D2C,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,224A_FRS,32D2C,Departure,32,Based,Departure,0,0,0,0.00%,0.00%,0.00%
EA-18G,247P_FH,07WC14P,Departure,07,Based,Interfacility Ault Field to Coupeville,0,0,0,0.00%,0.00%,0.00%
