"Time","Field"
2021-04-01 16:48:00,"Ault"
2021-04-01 16:50:00,"Ault"
2021-04-01 16:52:00,"Ault"
2021-04-01 16:56:00,"Ault"
2021-04-01 16:58:00,"Ault"
2021-04-01 17:01:00,"Ault"
2021-04-01 17:06:00,"Ault"
2021-04-01 17:10:00,"Ault"
2021-04-01 17:14:00,"Ault"
2021-04-01 17:19:00,"Ault"
2021-04-01 17:20:00,"Ault"
2021-04-01 17:49:00,"Ault"
2021-04-01 18:31:00,"Ault"
2021-04-01 19:21:00,"Ault"
2021-04-01 19:23:00,"Ault"
2021-04-01 19:35:00,"Ault"
2021-04-01 19:45:00,"Ault"
2021-04-01 19:45:00,"Ault"
2021-04-01 19:45:00,"Ault"
2021-04-01 19:57:00,"Ault"
2021-04-01 19:58:00,"Ault"
2021-04-01 19:59:00,"Ault"
2021-04-01 20:00:00,"Ault"
2021-04-01 20:02:00,"Ault"
2021-04-01 20:02:00,"Ault"
2021-04-01 20:04:00,"Ault"
2021-04-01 20:22:00,"Ault"
2021-04-01 20:34:00,"Ault"
2021-04-01 20:35:00,"Ault"
2021-04-01 20:37:00,"Ault"
2021-04-01 20:39:00,"Ault"
2021-04-01 20:44:00,"Ault"
2021-04-01 21:08:00,"Ault"
2021-04-01 21:08:00,"Ault"
2021-04-02 08:13:00,"Ault"
2021-04-02 08:39:00,"Ault"
2021-04-02 10:05:00,"Ault"
2021-04-02 10:15:00,"Ault"
2021-04-02 10:15:00,"Ault"
2021-04-02 10:40:00,"Ault"
2021-04-02 10:46:00,"Ault"
2021-04-02 10:56:00,"Ault"
2021-04-02 11:20:00,"Ault"
2021-04-02 11:20:00,"Ault"
2021-04-02 11:21:00,"Ault"
2021-04-02 11:21:00,"Ault"
2021-04-02 11:46:00,"Ault"
2021-04-02 11:49:00,"Ault"
2021-04-02 12:44:00,"Ault"
2021-04-02 12:44:00,"Ault"
2021-04-02 13:33:00,"Ault"
2021-04-02 13:39:00,"Ault"
2021-04-02 13:40:00,"Ault"
2021-04-02 17:07:00,"Ault"
2021-04-02 17:17:00,"Ault"
2021-04-02 17:28:00,"Ault"
2021-04-02 17:39:00,"Ault"
2021-04-02 17:41:00,"Ault"
2021-04-02 17:50:00,"Ault"
2021-04-02 18:01:00,"Ault"
2021-04-02 18:12:00,"Ault"
2021-04-02 18:23:00,"Ault"
2021-04-02 20:07:00,"Ault"
2021-04-03 09:14:00,"Ault"
2021-06-06 11:09:00,"Ault"
2021-06-06 12:07:00,"Ault"
2021-06-06 14:58:00,"Ault"
2021-06-07 08:52:00,"Ault"
2021-06-07 09:00:00,"Ault"
2021-06-07 09:00:00,"Ault"
2021-06-07 09:04:00,"Ault"
2021-06-07 09:08:00,"Ault"
2021-06-07 09:11:00,"Ault"
2021-06-07 09:27:00,"Ault"
2021-06-07 09:27:00,"Ault"
2021-06-07 09:30:00,"Ault"
2021-06-07 09:30:00,"Ault"
2021-06-07 09:52:00,"Ault"
2021-06-07 10:00:00,"Ault"
2021-06-07 10:01:00,"Ault"
2021-06-07 10:07:00,"Ault"
2021-06-07 10:29:00,"Ault"
2021-06-07 10:29:00,"Ault"
2021-06-07 10:31:00,"Ault"
2021-06-07 10:31:00,"Ault"
2021-06-07 10:35:00,"Ault"
2021-06-07 10:43:00,"Ault"
2021-06-07 10:45:00,"Ault"
2021-06-07 10:45:00,"Ault"
2021-06-07 10:50:00,"Ault"
2021-06-07 10:51:00,"Ault"
2021-06-07 10:55:00,"Ault"
2021-06-07 10:58:00,"Ault"
2021-06-07 11:07:00,"Ault"
2021-06-07 11:13:00,"Ault"
2021-06-07 11:17:00,"Ault"
2021-06-07 11:20:00,"Ault"
2021-06-07 11:23:00,"Ault"
2021-06-07 11:24:00,"Ault"
2021-06-07 11:33:00,"Ault"
2021-06-07 11:35:00,"Ault"
2021-06-07 11:38:00,"Ault"
2021-06-07 11:43:00,"Ault"
2021-06-07 11:45:00,"Ault"
2021-06-07 11:51:00,"Ault"
2021-06-07 11:54:00,"Ault"
2021-06-07 11:56:00,"Ault"
2021-06-07 11:57:00,"Ault"
2021-06-07 12:00:00,"Ault"
2021-06-07 12:02:00,"Ault"
2021-06-07 12:02:00,"Ault"
2021-06-07 12:06:00,"Ault"
2021-06-07 12:07:00,"Ault"
2021-06-07 12:10:00,"Ault"
2021-06-07 12:12:00,"Ault"
2021-06-07 12:14:00,"Ault"
2021-06-07 12:15:00,"Ault"
2021-06-07 12:16:00,"Ault"
2021-06-07 12:18:00,"Ault"
2021-06-07 12:19:00,"Ault"
2021-06-07 12:21:00,"Ault"
2021-06-07 12:32:00,"Ault"
2021-06-07 12:33:00,"Ault"
2021-06-07 12:33:00,"Ault"
2021-06-07 12:34:00,"Ault"
2021-06-07 12:35:00,"Ault"
2021-06-07 12:37:00,"Ault"
2021-06-07 12:38:00,"Ault"
2021-06-07 12:40:00,"Ault"
2021-06-07 12:46:00,"Ault"
2021-06-07 12:47:00,"Ault"
2021-06-07 12:49:00,"Ault"
2021-06-07 12:52:00,"Ault"
2021-06-07 12:53:00,"Ault"
2021-06-07 13:03:00,"Ault"
2021-06-07 13:05:00,"Ault"
2021-06-07 13:06:00,"Ault"
2021-06-07 13:07:00,"Ault"
2021-06-07 13:11:00,"Ault"
2021-06-07 13:11:00,"Ault"
2021-06-07 13:13:00,"Ault"
2021-06-07 13:15:00,"Ault"
2021-06-07 13:16:00,"Ault"
2021-06-07 13:16:00,"Ault"
2021-06-07 13:19:00,"Ault"
2021-06-07 13:24:00,"Ault"
2021-06-07 13:24:00,"Ault"
2021-06-07 13:41:00,"Ault"
2021-06-07 13:43:00,"Ault"
2021-06-07 13:43:00,"Ault"
2021-06-07 13:46:00,"Ault"
2021-06-07 13:47:00,"Ault"
2021-06-07 13:53:00,"Ault"
2021-06-07 13:55:00,"Ault"
2021-06-07 13:59:00,"Ault"
2021-06-07 13:59:00,"Ault"
2021-06-07 14:00:00,"Ault"
2021-06-07 14:04:00,"Ault"
2021-06-07 14:04:00,"Ault"
2021-06-07 14:05:00,"Ault"
2021-06-07 14:06:00,"Ault"
2021-06-07 14:18:00,"Ault"
2021-06-07 14:21:00,"Ault"
2021-06-07 14:21:00,"Ault"
2021-06-07 14:25:00,"Ault"
2021-06-07 14:25:00,"Ault"
2021-06-07 14:25:00,"Ault"
2021-06-07 14:26:00,"Ault"
2021-06-07 14:27:00,"Ault"
2021-06-07 14:28:00,"Ault"
2021-06-07 14:29:00,"Ault"
2021-06-07 14:31:00,"Ault"
2021-06-07 14:36:00,"Ault"
2021-06-07 14:41:00,"Ault"
2021-06-07 14:44:00,"Ault"
2021-06-07 14:56:00,"Ault"
2021-06-07 15:01:00,"Ault"
2021-06-07 15:01:00,"Ault"
2021-06-07 15:06:00,"Ault"
2021-06-07 15:06:00,"Ault"
2021-06-07 15:12:00,"Ault"
2021-06-07 15:12:00,"Ault"
2021-06-07 15:15:00,"Ault"
2021-06-07 15:17:00,"Ault"
2021-06-07 15:19:00,"Ault"
2021-06-07 16:03:00,"Ault"
2021-06-07 16:20:00,"Ault"
2021-06-07 16:20:00,"Ault"
2021-06-07 16:22:00,"Ault"
2021-06-07 16:27:00,"Ault"
2021-06-07 16:31:00,"Ault"
2021-06-07 16:31:00,"Ault"
2021-06-07 16:35:00,"Ault"
2021-06-07 16:35:00,"Ault"
2021-06-07 16:39:00,"Ault"
2021-06-07 16:41:00,"Ault"
2021-06-07 16:44:00,"Ault"
2021-06-07 16:50:00,"Ault"
2021-06-07 16:50:00,"Ault"
2021-06-07 16:59:00,"Ault"
2021-06-07 17:01:00,"Ault"
2021-06-07 17:01:00,"Ault"
2021-06-07 17:13:00,"Ault"
2021-06-07 17:26:00,"Ault"
2021-06-07 17:27:00,"Ault"
2021-06-07 17:29:00,"Ault"
2021-06-07 17:30:00,"Ault"
2021-06-07 17:33:00,"Ault"
2021-06-07 17:35:00,"Ault"
2021-06-07 17:38:00,"Ault"
2021-06-07 17:42:00,"Ault"
2021-06-07 17:43:00,"Ault"
2021-06-07 17:44:00,"Ault"
2021-06-07 17:47:00,"Ault"
2021-06-07 17:47:00,"Ault"
2021-06-07 17:48:00,"Ault"
2021-06-07 17:52:00,"Ault"
2021-06-07 17:56:00,"Ault"
2021-06-07 18:00:00,"Ault"
2021-06-07 18:04:00,"Ault"
2021-06-07 18:07:00,"Ault"
2021-06-07 18:07:00,"Ault"
2021-06-07 18:11:00,"Ault"
2021-06-07 18:15:00,"Ault"
2021-06-07 18:32:00,"Ault"
2021-06-07 18:32:00,"Ault"
2021-06-07 18:34:00,"Ault"
2021-06-07 18:47:00,"Ault"
2021-06-07 18:54:00,"Ault"
2021-06-07 19:30:00,"Ault"
2021-06-07 19:30:00,"Ault"
2021-06-07 19:35:00,"Ault"
2021-06-07 19:59:00,"Ault"
2021-06-07 19:59:00,"Ault"
2021-06-07 20:14:00,"Ault"
2021-06-07 20:24:00,"Ault"
2021-06-07 20:28:00,"Ault"
2021-06-07 20:32:00,"Ault"
2021-06-07 20:51:00,"Ault"
2021-06-07 21:03:00,"Ault"
2021-06-07 21:05:00,"Ault"
2021-06-07 21:06:00,"Ault"
2021-06-07 21:07:00,"Ault"
2021-06-07 21:10:00,"Ault"
2021-06-07 21:12:00,"Ault"
2021-06-07 21:13:00,"Ault"
2021-06-07 21:24:00,"Ault"
2021-06-07 21:27:00,"Ault"
2021-06-07 21:27:00,"Ault"
2021-06-07 21:27:00,"Ault"
2021-06-07 21:46:00,"Ault"
2021-06-07 21:49:00,"Ault"
2021-06-07 21:51:00,"Ault"
2021-06-07 21:52:00,"Ault"
2021-06-07 21:54:00,"Ault"
2021-06-07 21:56:00,"Ault"
2021-06-07 21:58:00,"Ault"
2021-06-07 22:05:00,"Ault"
2021-06-07 22:09:00,"Ault"
2021-06-07 22:10:00,"Ault"
2021-06-07 22:12:00,"Ault"
2021-06-07 22:13:00,"Ault"
2021-06-07 22:16:00,"Ault"
2021-06-07 22:16:00,"Ault"
2021-06-07 22:18:00,"Ault"
2021-06-07 22:19:00,"Ault"
2021-06-07 22:20:00,"Ault"
2021-06-07 22:20:00,"Ault"
2021-06-07 22:21:00,"Ault"
2021-06-07 22:22:00,"Ault"
2021-06-07 22:23:00,"Ault"
2021-06-07 22:23:00,"Ault"
2021-06-07 22:25:00,"Ault"
2021-06-07 22:36:00,"Ault"
2021-06-07 22:36:00,"Ault"
2021-06-07 22:39:00,"Ault"
2021-06-07 22:39:00,"Ault"
2021-06-07 22:41:00,"Ault"
2021-06-07 22:42:00,"Ault"
2021-06-07 22:43:00,"Ault"
2021-06-07 22:43:00,"Ault"
2021-06-07 22:47:00,"Ault"
2021-06-07 22:53:00,"Ault"
2021-06-07 22:55:00,"Ault"
2021-06-07 22:59:00,"Ault"
2021-06-07 23:01:00,"Ault"
2021-06-07 23:05:00,"Ault"
2021-06-07 23:25:00,"Ault"
2021-06-07 23:34:00,"Ault"
2021-06-07 23:35:00,"Ault"
2021-06-07 23:35:00,"Ault"
2021-06-07 23:36:00,"Ault"
2021-06-07 23:37:00,"Ault"
2021-06-07 23:39:00,"Ault"
2021-06-07 23:39:00,"Ault"
2021-06-08 08:03:00,"Ault"
2021-06-08 10:00:00,"Ault"
2021-06-08 10:00:00,"Ault"
2021-06-08 10:05:00,"Ault"
2021-06-08 10:07:00,"Ault"
2021-06-08 10:10:00,"Ault"
2021-06-08 10:13:00,"Ault"
2021-06-08 10:14:00,"Ault"
2021-06-08 10:15:00,"Ault"
2021-06-08 10:15:00,"Ault"
2021-06-08 10:17:00,"Ault"
2021-06-08 10:19:00,"Ault"
2021-06-08 10:19:00,"Ault"
2021-06-08 10:20:00,"Ault"
2021-06-08 10:23:00,"Ault"
2021-06-08 10:25:00,"Ault"
2021-06-08 10:26:00,"Ault"
2021-06-08 10:27:00,"Ault"
2021-06-08 10:28:00,"Ault"
2021-06-08 10:31:00,"Ault"
2021-06-08 10:34:00,"Ault"
2021-06-08 10:36:00,"Ault"
2021-06-08 10:38:00,"Ault"
2021-06-08 10:40:00,"Ault"
2021-06-08 10:43:00,"Ault"
2021-06-08 10:45:00,"Ault"
2021-06-08 10:45:00,"Ault"
2021-06-08 10:49:00,"Ault"
2021-06-08 10:50:00,"Ault"
2021-06-08 10:53:00,"Ault"
2021-06-08 11:02:00,"Ault"
2021-06-08 11:05:00,"Ault"
2021-06-08 11:09:00,"Ault"
2021-06-08 11:19:00,"Ault"
2021-06-08 11:19:00,"Ault"
2021-06-08 11:22:00,"Ault"
2021-06-08 11:22:00,"Ault"
2021-06-08 11:23:00,"Ault"
2021-06-08 11:23:00,"Ault"
2021-06-08 11:25:00,"Ault"
2021-06-08 11:26:00,"Ault"
2021-06-08 11:28:00,"Ault"
2021-06-08 11:31:00,"Ault"
2021-06-08 11:31:00,"Ault"
2021-06-08 11:34:00,"Ault"
2021-06-08 11:35:00,"Ault"
2021-06-08 11:35:00,"Ault"
2021-06-08 11:35:00,"Ault"
2021-06-08 11:37:00,"Ault"
2021-06-08 11:38:00,"Ault"
2021-06-08 11:39:00,"Ault"
2021-06-08 11:40:00,"Ault"
2021-06-08 11:41:00,"Ault"
2021-06-08 11:42:00,"Ault"
2021-06-08 11:44:00,"Ault"
2021-06-08 11:45:00,"Ault"
2021-06-08 11:47:00,"Ault"
2021-06-08 11:49:00,"Ault"
2021-06-08 11:50:00,"Ault"
2021-06-08 11:54:00,"Ault"
2021-06-08 11:56:00,"Ault"
2021-06-08 11:58:00,"Ault"
2021-06-08 11:59:00,"Ault"
2021-06-08 12:01:00,"Ault"
2021-06-08 12:02:00,"Ault"
2021-06-08 12:06:00,"Ault"
2021-06-08 12:07:00,"Ault"
2021-06-08 12:08:00,"Ault"
2021-06-08 12:09:00,"Ault"
2021-06-08 12:13:00,"Ault"
2021-06-08 12:17:00,"Ault"
2021-06-08 12:20:00,"Ault"
2021-06-08 12:24:00,"Ault"
2021-06-08 12:27:00,"Ault"
2021-06-08 12:35:00,"Ault"
2021-06-08 12:40:00,"Ault"
2021-06-08 12:42:00,"Ault"
2021-06-08 12:43:00,"Ault"
2021-06-08 12:43:00,"Ault"
2021-06-08 12:43:00,"Ault"
2021-06-08 12:45:00,"Ault"
2021-06-08 12:45:00,"Ault"
2021-06-08 12:45:00,"Ault"
2021-06-08 12:48:00,"Ault"
2021-06-08 12:48:00,"Ault"
2021-06-08 12:53:00,"Ault"
2021-06-08 12:59:00,"Ault"
2021-06-08 12:59:00,"Ault"
2021-06-08 12:59:00,"Ault"
2021-06-08 13:05:00,"Ault"
2021-06-08 13:15:00,"Ault"
2021-06-08 13:16:00,"Ault"
2021-06-08 13:16:00,"Ault"
2021-06-08 13:19:00,"Ault"
2021-06-08 13:20:00,"Ault"
2021-06-08 13:20:00,"Ault"
2021-06-08 13:21:00,"Ault"
2021-06-08 13:23:00,"Ault"
2021-06-08 13:24:00,"Ault"
2021-06-08 13:27:00,"Ault"
2021-06-08 13:30:00,"Ault"
2021-06-08 13:31:00,"Ault"
2021-06-08 13:35:00,"Ault"
2021-06-08 13:37:00,"Ault"
2021-06-08 13:39:00,"Ault"
2021-06-08 13:43:00,"Ault"
2021-06-08 13:46:00,"Ault"
2021-06-08 13:49:00,"Ault"
2021-06-08 13:50:00,"Ault"
2021-06-08 13:50:00,"Ault"
2021-06-08 13:51:00,"Ault"
2021-06-08 13:54:00,"Ault"
2021-06-08 13:56:00,"Ault"
2021-06-08 13:56:00,"Ault"
2021-06-08 13:56:00,"Ault"
2021-06-08 13:57:00,"Ault"
2021-06-08 13:58:00,"Ault"
2021-06-08 13:58:00,"Ault"
2021-06-08 13:59:00,"Ault"
2021-06-08 14:00:00,"Ault"
2021-06-08 14:02:00,"Ault"
2021-06-08 14:05:00,"Ault"
2021-06-08 14:06:00,"Ault"
2021-06-08 14:07:00,"Ault"
2021-06-08 14:07:00,"Ault"
2021-06-08 14:09:00,"Ault"
2021-06-08 14:10:00,"Ault"
2021-06-08 14:11:00,"Ault"
2021-06-08 14:11:00,"Ault"
2021-06-08 14:12:00,"Ault"
2021-06-08 14:12:00,"Ault"
2021-06-08 14:13:00,"Ault"
2021-06-08 14:13:00,"Ault"
2021-06-08 14:14:00,"Ault"
2021-06-08 14:17:00,"Ault"
2021-06-08 14:17:00,"Ault"
2021-06-08 14:19:00,"Ault"
2021-06-08 14:20:00,"Ault"
2021-06-08 14:20:00,"Ault"
2021-06-08 14:22:00,"Ault"
2021-06-08 14:23:00,"Ault"
2021-06-08 14:24:00,"Ault"
2021-06-08 14:25:00,"Ault"
2021-06-08 14:28:00,"Ault"
2021-06-08 14:28:00,"Ault"
2021-06-08 14:28:00,"Ault"
2021-06-08 14:30:00,"Ault"
2021-06-08 14:32:00,"Ault"
2021-06-08 14:34:00,"Ault"
2021-06-08 14:34:00,"Ault"
2021-06-08 14:38:00,"Ault"
2021-06-08 14:39:00,"Ault"
2021-06-08 14:40:00,"Ault"
2021-06-08 14:40:00,"Ault"
2021-06-08 14:40:00,"Ault"
2021-06-08 14:42:00,"Ault"
2021-06-08 14:44:00,"Ault"
2021-06-08 14:48:00,"Ault"
2021-06-08 14:50:00,"Ault"
2021-06-08 14:50:00,"Ault"
2021-06-08 14:53:00,"Ault"
2021-06-08 14:54:00,"Ault"
2021-06-08 14:56:00,"Ault"
2021-06-08 15:03:00,"Ault"
2021-06-08 15:03:00,"Ault"
2021-06-08 15:16:00,"Ault"
2021-06-08 15:18:00,"Ault"
2021-06-08 15:18:00,"Ault"
2021-06-08 15:27:00,"Ault"
2021-06-08 15:30:00,"Ault"
2021-06-08 15:38:00,"Ault"
2021-06-08 15:43:00,"Ault"
2021-06-08 15:45:00,"Ault"
2021-06-08 15:46:00,"Ault"
2021-06-08 15:47:00,"Ault"
2021-06-08 15:50:00,"Ault"
2021-06-08 15:53:00,"Ault"
2021-06-08 15:56:00,"Ault"
2021-06-08 15:56:00,"Ault"
2021-06-08 15:57:00,"Ault"
2021-06-08 15:57:00,"Ault"
2021-06-08 16:01:00,"Ault"
2021-06-08 16:04:00,"Ault"
2021-06-08 16:16:00,"Ault"
2021-06-08 16:20:00,"Ault"
2021-06-08 16:21:00,"Ault"
2021-06-08 16:22:00,"Ault"
2021-06-08 16:24:00,"Ault"
2021-06-08 16:24:00,"Ault"
2021-06-08 16:25:00,"Ault"
2021-06-08 16:26:00,"Ault"
2021-06-08 16:45:00,"Ault"
2021-06-08 16:57:00,"Ault"
2021-06-08 17:06:00,"Ault"
2021-06-08 17:09:00,"Ault"
2021-06-08 17:11:00,"Ault"
2021-06-08 17:15:00,"Ault"
2021-06-08 17:16:00,"Ault"
2021-06-08 17:16:00,"Ault"
2021-06-08 17:18:00,"Ault"
2021-06-08 17:18:00,"Ault"
2021-06-08 17:19:00,"Ault"
2021-06-08 17:20:00,"Ault"
2021-06-08 17:20:00,"Ault"
2021-06-08 17:22:00,"Ault"
2021-06-08 17:22:00,"Ault"
2021-06-08 17:24:00,"Ault"
2021-06-08 17:24:00,"Ault"
2021-06-08 17:25:00,"Ault"
2021-06-08 17:26:00,"Ault"
2021-06-08 17:51:00,"Ault"
2021-06-08 18:04:00,"Ault"
2021-06-08 18:04:00,"Ault"
2021-06-08 18:05:00,"Ault"
2021-06-08 18:05:00,"Ault"
2021-06-08 18:20:00,"Ault"
2021-06-08 18:29:00,"Ault"
2021-06-08 18:32:00,"Ault"
2021-06-08 18:34:00,"Ault"
2021-06-08 18:58:00,"Ault"
2021-06-08 19:03:00,"Ault"
2021-06-08 19:11:00,"Ault"
2021-06-08 19:11:00,"Ault"
2021-06-08 19:12:00,"Ault"
2021-06-08 19:16:00,"Ault"
2021-06-08 19:18:00,"Ault"
2021-06-08 19:20:00,"Ault"
2021-06-08 19:21:00,"Ault"
2021-06-08 19:27:00,"Ault"
2021-06-08 19:27:00,"Ault"
2021-06-08 19:28:00,"Ault"
2021-06-08 19:30:00,"Ault"
2021-06-08 19:31:00,"Ault"
2021-06-08 19:32:00,"Ault"
2021-06-08 19:33:00,"Ault"
2021-06-08 19:39:00,"Ault"
2021-06-08 19:43:00,"Ault"
2021-06-08 19:45:00,"Ault"
2021-06-08 19:52:00,"Ault"
2021-06-08 20:18:00,"Ault"
2021-06-08 20:19:00,"Ault"
2021-06-08 20:19:00,"Ault"
2021-06-08 20:19:00,"Ault"
2021-06-08 20:20:00,"Ault"
2021-06-08 20:20:00,"Ault"
2021-06-08 20:22:00,"Ault"
2021-06-08 20:22:00,"Ault"
2021-06-08 20:23:00,"Ault"
2021-06-08 20:24:00,"Ault"
2021-06-08 20:25:00,"Ault"
2021-06-08 20:27:00,"Ault"
2021-06-08 20:27:00,"Ault"
2021-06-08 20:29:00,"Ault"
2021-06-08 20:31:00,"Ault"
2021-06-08 20:31:00,"Ault"
2021-06-08 20:33:00,"Ault"
2021-06-08 20:34:00,"Ault"
2021-06-08 20:36:00,"Ault"
2021-06-08 20:37:00,"Ault"
2021-06-08 20:39:00,"Ault"
2021-06-08 20:40:00,"Ault"
2021-06-08 20:42:00,"Ault"
2021-06-08 20:43:00,"Ault"
2021-06-08 20:45:00,"Ault"
2021-06-08 20:45:00,"Ault"
2021-06-08 20:47:00,"Ault"
2021-06-08 20:49:00,"Ault"
2021-06-08 20:51:00,"Ault"
2021-06-08 20:53:00,"Ault"
2021-06-08 21:08:00,"Ault"
2021-06-08 21:10:00,"Ault"
2021-06-08 21:12:00,"Ault"
2021-06-08 21:14:00,"Ault"
2021-06-08 21:15:00,"Ault"
2021-06-08 21:17:00,"Ault"
2021-06-08 21:18:00,"Ault"
2021-06-08 21:19:00,"Ault"
2021-06-08 21:20:00,"Ault"
2021-06-08 21:21:00,"Ault"
2021-06-08 21:22:00,"Ault"
2021-06-08 21:23:00,"Ault"
2021-06-08 21:25:00,"Ault"
2021-06-08 21:25:00,"Ault"
2021-06-08 21:26:00,"Ault"
2021-06-08 21:27:00,"Ault"
2021-06-08 21:28:00,"Ault"
2021-06-08 21:30:00,"Ault"
2021-06-08 21:30:00,"Ault"
2021-06-08 21:32:00,"Ault"
2021-06-08 21:32:00,"Ault"
2021-06-08 21:33:00,"Ault"
2021-06-08 21:34:00,"Ault"
2021-06-08 21:36:00,"Ault"
2021-06-08 21:37:00,"Ault"
2021-06-08 21:37:00,"Ault"
2021-06-08 21:38:00,"Ault"
2021-06-08 21:38:00,"Ault"
2021-06-08 21:39:00,"Ault"
2021-06-08 21:41:00,"Ault"
2021-06-08 21:43:00,"Ault"
2021-06-08 21:45:00,"Ault"
2021-06-08 21:47:00,"Ault"
2021-06-08 22:08:00,"Ault"
2021-06-08 22:13:00,"Ault"
2021-06-08 22:17:00,"Ault"
2021-06-08 22:17:00,"Ault"
2021-06-08 22:38:00,"Ault"
2021-06-08 22:55:00,"Ault"
2021-06-08 23:00:00,"Ault"
2021-06-08 23:02:00,"Ault"
2021-06-08 23:12:00,"Ault"
2021-06-08 23:21:00,"Ault"
2021-06-08 23:42:00,"Ault"
2021-06-08 23:45:00,"Ault"
2021-06-08 23:46:00,"Ault"
2021-06-08 23:46:00,"Ault"
2021-06-08 23:47:00,"Ault"
2021-06-08 23:50:00,"Ault"
2021-06-08 23:50:00,"Ault"
2021-06-08 23:54:00,"Ault"
2021-06-08 23:54:00,"Ault"
2021-06-08 23:54:00,"Ault"
2021-06-08 23:54:00,"Ault"
2021-06-08 23:58:00,"Ault"
2021-06-09 09:15:00,"Ault"
2021-06-09 09:24:00,"Ault"
2021-06-09 09:30:00,"Ault"
2021-06-09 09:35:00,"Ault"
2021-06-09 09:35:00,"Ault"
2021-06-09 09:49:00,"Ault"
2021-06-09 09:49:00,"Ault"
2021-06-09 09:49:00,"Ault"
2021-06-09 09:58:00,"Ault"
2021-06-09 10:00:00,"Ault"
2021-06-09 10:03:00,"Ault"
2021-06-09 10:03:00,"Ault"
2021-06-09 10:06:00,"Ault"
2021-06-09 10:06:00,"Ault"
2021-06-09 10:09:00,"Ault"
2021-06-09 10:12:00,"Ault"
2021-06-09 10:24:00,"Ault"
2021-06-09 10:29:00,"Ault"
2021-06-09 10:38:00,"Ault"
2021-06-09 10:43:00,"Ault"
2021-06-09 10:55:00,"Ault"
2021-06-09 11:12:00,"Ault"
2021-06-09 11:12:00,"Ault"
2021-06-09 11:20:00,"Ault"
2021-06-09 11:22:00,"Ault"
2021-06-09 11:24:00,"Ault"
2021-06-09 11:27:00,"Ault"
2021-06-09 11:28:00,"Ault"
2021-06-09 11:28:00,"Ault"
2021-06-09 11:30:00,"Ault"
2021-06-09 11:31:00,"Ault"
2021-06-09 11:32:00,"Ault"
2021-06-09 11:33:00,"Ault"
2021-06-09 11:34:00,"Ault"
2021-06-09 11:35:00,"Ault"
2021-06-09 11:36:00,"Ault"
2021-06-09 11:39:00,"Ault"
2021-06-09 11:39:00,"Ault"
2021-06-09 11:42:00,"Ault"
2021-06-09 11:43:00,"Ault"
2021-06-09 11:46:00,"Ault"
2021-06-09 11:48:00,"Ault"
2021-06-09 11:59:00,"Ault"
2021-06-09 12:00:00,"Ault"
2021-06-09 12:01:00,"Ault"
2021-06-09 12:02:00,"Ault"
2021-06-09 12:05:00,"Ault"
2021-06-09 12:08:00,"Ault"
2021-06-09 12:12:00,"Ault"
2021-06-09 12:17:00,"Ault"
2021-06-09 12:20:00,"Ault"
2021-06-09 12:48:00,"Ault"
2021-06-09 12:50:00,"Ault"
2021-06-09 12:52:00,"Ault"
2021-06-09 12:52:00,"Ault"
2021-06-09 12:56:00,"Ault"
2021-06-09 12:56:00,"Ault"
2021-06-09 13:00:00,"Ault"
2021-06-09 13:01:00,"Ault"
2021-06-09 13:01:00,"Ault"
2021-06-09 13:07:00,"Ault"
2021-06-09 13:07:00,"Ault"
2021-06-09 13:09:00,"Ault"
2021-06-09 13:12:00,"Ault"
2021-06-09 13:15:00,"Ault"
2021-06-09 13:17:00,"Ault"
2021-06-09 13:18:00,"Ault"
2021-06-09 13:20:00,"Ault"
2021-06-09 13:22:00,"Ault"
2021-06-09 13:24:00,"Ault"
2021-06-09 13:24:00,"Ault"
2021-06-09 13:26:00,"Ault"
2021-06-09 13:26:00,"Ault"
2021-06-09 13:27:00,"Ault"
2021-06-09 13:28:00,"Ault"
2021-06-09 13:28:00,"Ault"
2021-06-09 13:30:00,"Ault"
2021-06-09 13:31:00,"Ault"
2021-06-09 13:34:00,"Ault"
2021-06-09 13:37:00,"Ault"
2021-06-09 13:41:00,"Ault"
2021-06-09 13:48:00,"Ault"
2021-06-09 13:57:00,"Ault"
2021-06-09 14:04:00,"Ault"
2021-06-09 14:04:00,"Ault"
2021-06-09 14:09:00,"Ault"
2021-06-09 14:17:00,"Ault"
2021-06-09 14:20:00,"Ault"
2021-06-09 14:21:00,"Ault"
2021-06-09 14:31:00,"Ault"
2021-06-09 14:31:00,"Ault"
2021-06-09 14:32:00,"Ault"
2021-06-09 14:32:00,"Ault"
2021-06-09 14:34:00,"Ault"
2021-06-09 14:34:00,"Ault"
2021-06-09 14:36:00,"Ault"
2021-06-09 14:37:00,"Ault"
2021-06-09 14:41:00,"Ault"
2021-06-09 14:41:00,"Ault"
2021-06-09 14:44:00,"Ault"
2021-06-09 14:45:00,"Ault"
2021-06-09 14:45:00,"Ault"
2021-06-09 15:18:00,"Ault"
2021-06-09 15:18:00,"Ault"
2021-06-09 15:22:00,"Ault"
2021-06-09 15:22:00,"Ault"
2021-06-09 15:29:00,"Ault"
2021-06-09 15:30:00,"Ault"
2021-06-09 15:31:00,"Ault"
2021-06-09 15:41:00,"Ault"
2021-06-09 15:43:00,"Ault"
2021-06-09 15:43:00,"Ault"
2021-06-09 15:44:00,"Ault"
2021-06-09 15:46:00,"Ault"
2021-06-09 15:49:00,"Ault"
2021-06-09 15:52:00,"Ault"
2021-06-09 15:53:00,"Ault"
